Layer,Color,Linetype,Elevation,LineWt,RefName,Angle,X_Cordinat,Y_Cordinat,Ulb_Name
Streetlight,254,Continuous,13.3930351309,25,PEP,359.803654299,403921.8143,1428011.3344,Tambaram
Streetlight,254,Continuous,13.1161197506,25,PEP,359.803654299,404002.3064,1428035.3217,Tambaram
Streetlight,254,Continuous,12.7792226995,25,PEP,359.803654299,403871.5258,1428100.8267,Tambaram
Streetlight,254,Continuous,13.4713012144,25,PEP,359.803654299,404013.3471,1428079.8413,Tambaram
Streetlight,254,Continuous,13.5387406063,25,PEP,359.803654299,404036.9674,1428075.9946,Tambaram
Streetlight,254,Continuous,12.6163224785,25,PEP,359.803654299,403881.0511,1428119.8906,Tambaram
Streetlight,254,Continuous,12.680192961,25,PEP,359.803654299,403888.0254,1428145.5116,Tambaram
Streetlight,254,Continuous,14.5235296748,25,PEP,359.803654299,404067.1181,1428222.4698,Tambaram
Streetlight,254,Continuous,9.97008111592,25,PEP,359.803654299,403006.5697,1427827.9797,Tambaram
Streetlight,254,Continuous,10.0530557606,25,PEP,359.803654299,403006.8509,1427827.8213,Tambaram
Streetlight,254,Continuous,10.0380603429,25,PEP,359.803654299,403011.0761,1427799.525,Tambaram
Streetlight,254,Continuous,10.2519949688,25,PET,359.803654299,403094.9945,1427834.6887,Tambaram
Streetlight,254,Continuous,10.4399375374,25,PEP,359.803654299,403132.3161,1427823.0641,Tambaram
Streetlight,254,Continuous,10.9337866272,25,PEP,359.803654299,403167.793,1427810.2635,Tambaram
Streetlight,254,Continuous,11.2746824563,25,PEP,359.803654299,403168.9422,1427838.9211,Tambaram
Streetlight,254,Continuous,10.8568101496,25,PEP,359.803654299,403167.6757,1427879.629,Tambaram
Streetlight,254,Continuous,9.71415932041,25,PEP,359.803654299,403076.5005,1427674.6605,Tambaram
Streetlight,254,Continuous,9.88210799871,25,PEP,359.803654299,403053.2495,1427683.0884,Tambaram
Streetlight,254,Continuous,10.0760487344,25,PEP,359.803654299,403051.4741,1427696.0295,Tambaram
Streetlight,254,Continuous,9.41025218823,25,PET,359.803654299,403001.8403,1427697.5682,Tambaram
Streetlight,254,Continuous,9.8371217456,25,PEP,359.803654299,402992.7392,1427725.4057,Tambaram
Streetlight,254,Continuous,8.73845747501,25,PEP,359.803654299,402923.0506,1427694.5713,Tambaram
Streetlight,254,Continuous,8.88741195755,25,PEP,359.803654299,402892.9374,1427692.9682,Tambaram
Streetlight,254,Continuous,8.82643059222,25,PEP,359.803654299,402886.4031,1427661.3927,Tambaram
Streetlight,254,Continuous,9.12733864085,25,PEP,359.803654299,402884.8518,1427628.7077,Tambaram
Streetlight,254,Continuous,7.82273730044,25,PET,359.803654299,402857.5135,1427541.8732,Tambaram
Streetlight,254,Continuous,8.46554087276,25,PEP,359.803654299,402843.6358,1427684.357,Tambaram
Streetlight,254,Continuous,9.44524149621,25,PEB,359.803654299,403050.2393,1427554.3543,Tambaram
Streetlight,254,Continuous,9.35626868449,25,PEP,359.803654299,403055.5986,1427527.4431,Tambaram
Streetlight,254,Continuous,9.32727754359,25,PEP,359.803654299,403044.0454,1427515.9151,Tambaram
Streetlight,254,Continuous,9.25929831666,25,PEP,359.803654299,403041.9041,1427505.7561,Tambaram
Streetlight,254,Continuous,9.28129159596,25,PEP,359.803654299,403035.9507,1427472.5691,Tambaram
Streetlight,254,Continuous,9.22730809222,25,PEP,359.803654299,403032.1485,1427525.652,Tambaram
Streetlight,254,Continuous,9.15033161467,25,PEP,359.803654299,402930.075,1427523.2416,Tambaram
Streetlight,254,Continuous,10.3569628927,25,PEP,359.803654299,403098.8383,1427482.1433,Tambaram
Streetlight,254,Continuous,9.20531481292,25,PEP,359.803654299,403036.3325,1427472.498,Tambaram
Streetlight,254,Continuous,9.41725004983,25,PEP,359.803654299,403123.95,1427479.3529,Tambaram
Streetlight,254,Continuous,9.39125799247,25,PEP,359.803654299,403033.6279,1427442.4513,Tambaram
Streetlight,254,Continuous,8.73645808598,25,PEP,359.803654299,403135.5957,1427429.8786,Tambaram
Streetlight,254,Continuous,9.09334902738,25,PEP,359.803654299,403015.563,1427438.9318,Tambaram
Streetlight,254,Continuous,8.91040493137,25,PEP,359.803654299,403000.2089,1427438.7187,Tambaram
Streetlight,254,Continuous,9.17532397751,25,PEP,359.803654299,403033.7158,1427442.3106,Tambaram
Streetlight,254,Continuous,9.16432733786,25,PEP,359.803654299,403032.7854,1427430.7722,Tambaram
Streetlight,254,Continuous,8.93139851616,25,PEP,359.803654299,403055.408,1427418.8161,Tambaram
Streetlight,254,Continuous,9.03236766205,25,PEP,359.803654299,403062.1249,1427396.4557,Tambaram
Streetlight,254,Continuous,8.68747305481,25,PEP,359.803654299,403053.2702,1427395.1969,Tambaram
Streetlight,254,Continuous,8.99737835406,25,PEP,359.803654299,403080.3104,1427383.2024,Tambaram
Streetlight,254,Continuous,9.25429984409,25,PEP,359.803654299,403079.675,1427390.4537,Tambaram
Streetlight,254,Continuous,9.04836277426,25,PEP,359.803654299,403101.5025,1427385.3015,Tambaram
Streetlight,254,Continuous,8.8834131795,25,PEP,359.803654299,403105.7805,1427377.7166,Tambaram
Streetlight,254,Continuous,8.76245014334,25,PEP,359.803654299,403068.051,1427367.1255,Tambaram
Streetlight,254,Continuous,8.60449841017,25,PEB,359.803654299,403134.8777,1427380.5385,Tambaram
Streetlight,254,Continuous,9.09634811092,25,PEP,359.803654299,403139.2013,1427373.3715,Tambaram
Streetlight,254,Continuous,8.53551948872,25,PEP,359.803654299,403150.4266,1427371.917,Tambaram
Streetlight,254,Continuous,8.98738140893,25,PEP,359.803654299,403160.28,1427377.8762,Tambaram
Streetlight,254,Continuous,8.83542784284,25,PEP,359.803654299,403194.9849,1427372.3485,Tambaram
Streetlight,254,Continuous,8.87041715082,25,PEP,359.803654299,403202.9049,1427363.903,Tambaram
Streetlight,254,Continuous,8.80643670194,25,PEP,359.803654299,403227.3914,1427366.2385,Tambaram
Streetlight,254,Continuous,8.78944189521,25,PEP,359.803654299,403220.5733,1427367.799,Tambaram
Streetlight,254,Continuous,9.31828029297,25,PEP,359.803654299,403227.6795,1427434.8923,Tambaram
Streetlight,254,Continuous,9.25929831666,25,PEP,359.803654299,403279.1919,1427358.3209,Tambaram
Streetlight,254,Continuous,9.16332764334,25,PEP,359.803654299,403256.6511,1427361.7476,Tambaram
Streetlight,254,Continuous,9.18432122813,25,PEP,359.803654299,403266.8471,1427361.3541,Tambaram
Streetlight,254,Continuous,9.28329098499,25,PEP,359.803654299,403287.0142,1427349.8275,Tambaram
Streetlight,254,Continuous,9.37226379671,25,PEP,359.803654299,403289.3717,1427338.7573,Tambaram
Streetlight,254,Continuous,9.21731114708,25,PEP,359.803654299,403297.2929,1427333.6935,Tambaram
Streetlight,254,Continuous,9.2692952618,25,PEP,359.803654299,403312.895,1427336.4928,Tambaram
Streetlight,254,Continuous,9.08435177676,25,PEP,359.803654299,403347.7187,1427324.1016,Tambaram
Streetlight,254,Continuous,9.12633894634,25,PEP,359.803654299,403275.9486,1427314.2115,Tambaram
Streetlight,254,Continuous,9.43624424559,25,PEP,359.803654299,403345.9029,1427331.6882,Tambaram
Streetlight,254,Continuous,9.4882283603,25,PEP,359.803654299,403364.5553,1427321.6708,Tambaram
Streetlight,254,Continuous,9.12933802988,25,PEP,359.803654299,403268.0206,1427289.168,Tambaram
Streetlight,254,Continuous,9.44524149621,25,PEP,359.803654299,403377.2591,1427318.5417,Tambaram
Streetlight,254,Continuous,9.68016970694,25,PEP,359.803654299,403384.2018,1427323.9796,Tambaram
Streetlight,254,Continuous,9.8521171633,25,PEP,359.803654299,403420.3222,1427308.9165,Tambaram
Streetlight,254,Continuous,9.7861373254,25,PEP,359.803654299,403423.0497,1427315.0588,Tambaram
Streetlight,254,Continuous,9.69416543013,25,PEP,359.803654299,403436.9919,1427305.0934,Tambaram
Streetlight,254,Continuous,9.14133436404,25,PEP,359.803654299,403233.2528,1427259.4824,Tambaram
Streetlight,254,Continuous,8.8394266209,25,PEP,359.803654299,403259.9874,1427253.165,Tambaram
Streetlight,254,Continuous,9.33427540519,25,PEP,359.803654299,403294.5766,1427245.2873,Tambaram
Streetlight,254,Continuous,9.05136185781,25,PEP,359.803654299,403244.1224,1427294.3376,Tambaram
Streetlight,254,Continuous,9.16132825432,25,PEP,359.803654299,403227.7038,1427448.1086,Tambaram
Streetlight,254,Continuous,9.51522011218,25,PEP,359.803654299,403264.0521,1427470.1735,Tambaram
Streetlight,254,Continuous,9.15033161467,25,PEP,359.803654299,403278.2598,1427431.4427,Tambaram
Streetlight,254,Continuous,9.66317490021,25,PEP,359.803654299,403340.6442,1427436.1305,Tambaram
Streetlight,254,Continuous,9.44624119073,25,PEP,359.803654299,403394.167,1427451.4897,Tambaram
Streetlight,254,Continuous,9.67817031791,25,PEP,359.803654299,403368.6783,1427433.6663,Tambaram
Streetlight,254,Continuous,9.17832306105,25,PEP,359.803654299,403384.7834,1427426.4821,Tambaram
Streetlight,254,Continuous,13.8398985786,25,PEP,359.803654299,403912.5639,1428395.4205,Tambaram
Streetlight,254,Continuous,13.8558936908,25,PEP,359.803654299,403966.7834,1428391.1914,Tambaram
Streetlight,254,Continuous,14.1108157918,25,PEP,359.803654299,404004.4743,1428386.9356,Tambaram
Streetlight,254,Continuous,14.3337476683,25,PEP,359.803654299,404052.5835,1428382.0483,Tambaram
Streetlight,254,Continuous,14.8695839277,25,PEB,359.803654299,404060.9051,1428381.0869,Tambaram
Streetlight,254,Continuous,14.451711621,25,PEP,359.803654299,404075.6823,1428379.0353,Tambaram
Streetlight,254,Continuous,9.86411349747,25,PEP,359.803654299,403028.5331,1427789.0283,Tambaram
Streetlight,254,Continuous,10.0050704239,25,PEP,359.803654299,403038.2318,1427786.4326,Tambaram
Streetlight,254,Continuous,10.1710197132,25,PEP,359.803654299,403082.3883,1427777.286,Tambaram
Streetlight,254,Continuous,10.0970423192,25,PEP,359.803654299,403060.1419,1427769.0046,Tambaram
Streetlight,254,Continuous,10.3339699189,25,PEP,359.803654299,403104.1338,1427770.1121,Tambaram
Streetlight,254,Continuous,9.95808478176,25,PEP,359.803654299,403051.1911,1427605.0656,Tambaram
Streetlight,254,Continuous,9.67117245632,25,PEP,359.803654299,403050.2147,1427574.7863,Tambaram
Streetlight,254,Continuous,9.99607317328,25,PEP,359.803654299,403076.9377,1427628.0982,Tambaram
Streetlight,254,Continuous,9.99407378425,25,PEP,359.803654299,403191.2343,1427666.4564,Tambaram
Streetlight,254,Continuous,10.2210044389,25,PEP,359.803654299,403273.345,1427653.8225,Tambaram
Streetlight,254,Continuous,10.01306798,25,PEP,359.803654299,403275.2605,1427625.3928,Tambaram
Streetlight,254,Continuous,9.73615259971,25,PEP,359.803654299,403211.8429,1427573.3165,Tambaram
Streetlight,254,Continuous,9.78913640894,25,PEP,359.803654299,403235.9323,1427572.1579,Tambaram
Streetlight,254,Continuous,9.42924638399,25,PEP,359.803654299,403263.1756,1427571.9202,Tambaram
Streetlight,254,Continuous,9.46723477552,25,PEP,359.803654299,403287.8955,1427571.9376,Tambaram
Streetlight,254,Continuous,9.62218742514,25,PEP,359.803654299,403231.2689,1427537.9259,Tambaram
Streetlight,254,Continuous,9.65417764958,25,PEP,359.803654299,403190.1912,1427521.2313,Tambaram
Streetlight,254,Continuous,9.43024607851,25,PEP,359.803654299,403179.8593,1427467.8399,Tambaram
Streetlight,254,Continuous,9.63218437028,25,PEP,359.803654299,403326.833,1427490.6559,Tambaram
Streetlight,254,Continuous,9.97907836654,25,PEP,359.803654299,403357.3526,1427480.2197,Tambaram
Streetlight,254,Continuous,9.75814587901,25,PEP,359.803654299,403457.2869,1427330.789,Tambaram
Streetlight,254,Continuous,10.5868926309,25,PEP,359.803654299,403442.4445,1427279.8718,Tambaram
Streetlight,254,Continuous,10.0190661471,25,PEP,359.803654299,403466.0034,1427360.4929,Tambaram
Streetlight,254,Continuous,9.85311685782,25,PEP,359.803654299,403431.7895,1427245.5169,Tambaram
Streetlight,254,Continuous,9.85611594136,25,PEP,359.803654299,403428.6694,1427234.2254,Tambaram
Streetlight,254,Continuous,9.74614954485,25,PEP,359.803654299,403476.509,1427378.5471,Tambaram
Streetlight,254,Continuous,9.81312907727,25,PEP,359.803654299,403423.2561,1427216.2944,Tambaram
Streetlight,254,Continuous,10.0370606483,25,PEP,359.803654299,403500.9855,1427375.2794,Tambaram
Streetlight,254,Continuous,9.46023691392,25,PEP,359.803654299,403413.5408,1427179.9811,Tambaram
Streetlight,254,Continuous,10.2220041334,25,PEP,359.803654299,403525.4911,1427372.3407,Tambaram
Streetlight,254,Continuous,9.46823447003,25,PEP,359.803654299,403406.9972,1427159.483,Tambaram
Streetlight,254,Continuous,10.4939210411,25,PEP,359.803654299,403549.6932,1427369.0513,Tambaram
Streetlight,254,Continuous,9.43124577302,25,PEP,359.803654299,403402.3474,1427143.046,Tambaram
Streetlight,254,Continuous,9.6771706234,25,PEP,359.803654299,403392.1824,1427108.8628,Tambaram
Streetlight,254,Continuous,11.2037041459,25,PEP,359.803654299,403540.356,1427293.3503,Tambaram
Streetlight,254,Continuous,9.71415932041,25,PEP,359.803654299,403383.4565,1427074.127,Tambaram
Streetlight,254,Continuous,10.0060701184,25,PEP,359.803654299,403377.219,1427052.4855,Tambaram
Streetlight,254,Continuous,11.4146396883,25,PEP,359.803654299,403504.1572,1427304.1147,Tambaram
Streetlight,254,Continuous,10.0390600374,25,PEP,359.803654299,403468.5542,1427308.2752,Tambaram
Streetlight,254,Continuous,9.96908142141,25,PEP,359.803654299,403448.8593,1427301.2497,Tambaram
Streetlight,254,Continuous,9.71715840395,25,PEP,359.803654299,403437.7078,1427291.6182,Tambaram
Streetlight,254,Continuous,9.79713396505,25,PEP,359.803654299,403430.3285,1427265.84,Tambaram
Streetlight,254,Continuous,8.26660166453,25,PEP,359.803654299,402772.4713,1427633.4068,Tambaram
Streetlight,254,Continuous,7.91270980667,25,PEP,359.803654299,402817.358,1427597.8341,Tambaram
Streetlight,254,Continuous,7.67878129046,25,PEP,359.803654299,402731.9437,1427593.5338,Tambaram
Streetlight,254,Continuous,14.3977281172,25,PEP,359.803654512,404054.2625,1428302.005,Tambaram
Streetlight,254,Continuous,13.5689813653,25,PEP,359.803654512,403644.2061,1428179.4368,Tambaram
Streetlight,254,Continuous,12.4273302307,25,PET,359.803654299,403223.1691,1428097.5306,Tambaram
Streetlight,254,Continuous,12.1434169888,25,PEB,359.803654299,403199.7053,1428075.2218,Tambaram
Streetlight,254,Continuous,11.941478697,25,PEP,359.803654299,403176.9683,1428054.6719,Tambaram
Streetlight,254,Continuous,9.18532092265,25,PEP,359.803654299,402814.706,1427755.1816,Tambaram
Streetlight,254,Continuous,8.43954881541,25,PEP,359.803654299,402740.6891,1427702.9543,Tambaram
Streetlight,254,Continuous,8.09965268074,25,PEP,359.803654299,402697.4331,1427657.0817,Tambaram
Streetlight,254,Continuous,8.12064626553,25,PEP,359.803654299,402713.7846,1427673.0707,Tambaram
Streetlight,254,Continuous,14.2527724127,25,PEP,359.803654299,404024.8069,1428727.594,Tambaram
Streetlight,254,Continuous,15.1684925873,25,PEP,359.803654299,403983.5881,1428697.8172,Tambaram
Streetlight,254,Continuous,14.5176914589,25,PEP,359.803654299,403900.2509,1428637.233,Tambaram
Streetlight,254,Continuous,14.525689015,25,PEP,359.803654299,403880.4237,1428623.6747,Tambaram
Streetlight,254,Continuous,14.4727052057,25,PEP,359.803654299,403860.5122,1428609.7129,Tambaram
Streetlight,254,Continuous,12.9351750436,25,PEP,359.803654299,403270.3996,1428148.6767,Tambaram
Streetlight,254,Continuous,12.2433864401,25,PEP,359.803654299,403232.3859,1428107.6577,Tambaram
Streetlight,254,Continuous,13.1321148628,25,PET,359.803654299,403290.734,1428037.712,Tambaram
Streetlight,254,Continuous,15.2254751746,25,PEP,359.803654299,404126.5386,1428506.8931,Tambaram
Streetlight,254,Continuous,15.1594953367,25,PEP,359.803654299,404125.2078,1428473.3269,Tambaram
Streetlight,254,Continuous,15.2564657045,25,PEP,359.803654299,404130.9743,1428457.1296,Tambaram
Streetlight,254,Continuous,15.0345335225,25,PEP,359.803654299,404128.2951,1428409.4694,Tambaram
Streetlight,254,Continuous,12.9683049198,25,PEP,359.803654299,403845.5418,1428292.9027,Tambaram
Streetlight,254,Continuous,14.5476822943,25,PEP,359.803654299,403840.5325,1428581.9202,Tambaram
Streetlight,254,Continuous,14.0058478678,25,PEP,359.803654299,403891.2647,1428559.7276,Tambaram
Streetlight,254,Continuous,14.1867925748,25,PEP,359.803654299,404001.1355,1428549.3418,Tambaram
Streetlight,254,Continuous,14.4127235349,25,PEP,359.803654299,404003.8007,1428594.9904,Tambaram
Streetlight,254,Continuous,14.1647992955,25,PET,359.803654299,403954.3516,1428414.8253,Tambaram
Streetlight,254,Continuous,12.8551994825,25,PEP,359.803654299,403424.1641,1428102.6049,Tambaram
Streetlight,254,Continuous,13.579978005,25,PEP,359.803654299,403388.7465,1428200.6288,Tambaram
Streetlight,254,Continuous,13.3960342145,25,PEP,359.803654299,403568.8761,1428142.3277,Tambaram
Streetlight,254,Continuous,13.7109379863,25,PEP,359.803654299,403500.3466,1428175.0236,Tambaram
Streetlight,254,Continuous,14.9735521571,25,PEP,359.803654299,403958.3642,1428670.1974,Tambaram
Streetlight,254,Continuous,14.7556187531,25,PEP,359.803654299,403940.7733,1428667.0758,Tambaram
Streetlight,254,Continuous,14.8016047008,25,PEP,359.803654299,403829.7257,1428588.524,Tambaram
Streetlight,254,Continuous,14.562677712,25,PEP,359.803654299,403815.1015,1428584.0943,Tambaram
Streetlight,254,Continuous,14.4217207855,25,PEP,359.803654299,403670.5938,1428481.8636,Tambaram
Streetlight,254,Continuous,14.5856706858,25,PEP,359.803654299,403612.7607,1428434.3448,Tambaram
Streetlight,254,Continuous,13.8039095761,25,PEP,359.803654299,403817.6734,1428501.1849,Tambaram
Streetlight,254,Continuous,13.8039095761,25,PET,359.803654299,403720.6267,1428481.0377,Tambaram
Streetlight,254,Continuous,14.3707363653,25,PEP,359.803654299,403680.5404,1428488.9249,Tambaram
Streetlight,254,Continuous,13.579978005,25,PEP,359.803654299,403796.0579,1428439.4016,Tambaram
Streetlight,254,Continuous,13.725933404,25,PEP,359.803654299,403771.6765,1428409.0613,Tambaram
Streetlight,254,Continuous,13.7989111035,25,PEP,359.803654299,403713.9896,1428363.277,Tambaram
Streetlight,254,Continuous,13.5879755611,25,PEP,359.803654299,403693.7912,1428316.2305,Tambaram
Streetlight,254,Continuous,13.6479572319,25,PEP,359.803654299,403691.5496,1428311.3998,Tambaram
Streetlight,254,Continuous,13.5629831983,25,PET,359.803654299,403676.2405,1428264.225,Tambaram
Streetlight,254,Continuous,13.3580458229,25,PEP,359.803654512,403808.8623,1428373.2716,Tambaram
Streetlight,254,Continuous,13.4680122195,25,PEP,359.803654512,403796.0063,1428376.4851,Tambaram
Streetlight,254,Continuous,13.2480794264,25,PEP,359.803654299,403348.9312,1428210.8377,Tambaram
Streetlight,254,Continuous,14.0008493953,25,PEP,359.803654299,403491.6051,1428304.1382,Tambaram
Streetlight,254,Continuous,13.469011914,25,PEP,359.803654299,403616.5873,1428262.9831,Tambaram
Streetlight,254,Continuous,14.3137537781,25,PEP,359.803654299,403792.0723,1428572.3154,Tambaram
Streetlight,254,Continuous,14.5076945137,25,PEP,359.803654299,403777.1579,1428565.9384,Tambaram
Streetlight,254,Continuous,14.5386850437,25,PET,359.803654299,403735.8067,1428534.3652,Tambaram
Streetlight,254,Continuous,13.6739492893,25,PEP,359.803654299,403406.8477,1428267.508,Tambaram
Streetlight,254,Continuous,13.9938515337,25,PEP,359.803654299,403508.9587,1428296.0819,Tambaram
Streetlight,254,Continuous,14.2967589713,25,PEP,359.803654299,403607.8176,1428388.0343,Tambaram
Streetlight,254,Continuous,14.0428365648,25,PEP,359.803654299,403544.8278,1428263.5436,Tambaram
Streetlight,254,Continuous,13.5649825873,25,PEP,359.803654299,403523.4373,1428268.5509,Tambaram
Streetlight,254,Continuous,13.8119071322,25,PEP,359.803654299,403554.7474,1428222.2488,Tambaram
Streetlight,254,Continuous,13.614967313,25,PEP,359.803654299,403540.3172,1428296.6638,Tambaram
Streetlight,254,Continuous,13.6299627307,25,PEP,359.803654299,403528.877,1428298.0973,Tambaram
Streetlight,254,Continuous,13.8358998005,25,PEP,359.803654299,403504.855,1428280.6437,Tambaram
Streetlight,254,Continuous,13.7799169077,25,PEP,359.803654299,403492.6253,1428221.5713,Tambaram
Streetlight,254,Continuous,13.7659211845,25,PEP,359.803654299,403498.7145,1428252.9351,Tambaram
Streetlight,254,Continuous,13.7749184352,25,PEP,359.803654299,403601.575,1428330.6687,Tambaram
Streetlight,254,Continuous,13.6729495948,25,PEP,359.803654299,403769.7691,1428464.0034,Tambaram
Streetlight,254,Continuous,13.9648603928,25,PEP,359.803654299,403433.282,1428287.1057,Tambaram
Streetlight,254,Continuous,14.1837934913,25,PEP,359.803654299,403541.3914,1428376.6897,Tambaram
Streetlight,254,Continuous,14.3327479738,25,PEP,359.803654299,403701.8712,1428507.5659,Tambaram
Streetlight,254,Continuous,14.4317177307,25,PEP,359.803654299,403749.2352,1428545.5686,Tambaram
Streetlight,254,Continuous,14.4747045948,25,PEP,359.803654299,403760.5899,1428554.7405,Tambaram
Streetlight,254,Continuous,14.6026654925,25,PEP,359.803654299,403768.6501,1428561.2589,Tambaram
Streetlight,254,Continuous,14.0352388865,25,PEP,359.803654299,403667.9938,1428365.3745,Tambaram
Streetlight,254,Continuous,14.0622306384,25,PEP,359.803654299,403642.3205,1428375.2269,Tambaram
Streetlight,254,Continuous,14.3886308971,25,PEP,359.803654299,403587.7864,1428413.6561,Tambaram
Streetlight,254,Continuous,14.1468047943,25,PEP,359.803654299,403697.2349,1428380.4236,Tambaram
Streetlight,254,Continuous,14.2431753454,25,PEP,359.803654299,403673.7899,1428389.4642,Tambaram
Streetlight,254,Continuous,14.1209127064,25,PEP,359.803654299,403646.809,1428398.305,Tambaram
Streetlight,254,Continuous,14.1629998454,25,PEP,359.803654299,403626.885,1428405.4935,Tambaram
Streetlight,254,Continuous,14.307755611,25,PEP,359.803654299,403613.4652,1428411.6224,Tambaram
Streetlight,254,Continuous,14.5016963466,25,PEP,359.803654299,403627.8646,1428447.4479,Tambaram
Streetlight,254,Continuous,14.2539720461,25,PEP,359.803654299,403721.3961,1428438.7604,Tambaram
Streetlight,254,Continuous,14.2525724738,25,PEP,359.803654299,403701.4054,1428445.6812,Tambaram
Streetlight,254,Continuous,14.239776384,25,PEP,359.803654299,403673.7267,1428455.4486,Tambaram
Streetlight,254,Continuous,14.4130234433,25,PEP,359.803654299,403656.4748,1428469.6923,Tambaram
Streetlight,254,Continuous,13.9268720013,25,PEP,359.803654299,403561.2618,1428257.5044,Tambaram
Streetlight,254,Continuous,13.8339004115,25,PEP,359.803654299,403557.3516,1428235.4593,Tambaram
Streetlight,254,Continuous,13.4520171072,25,PEP,359.803654299,403609.1561,1428232.7867,Tambaram
Streetlight,254,Continuous,13.6779480673,25,PEP,359.803654299,403603.2423,1428283.0529,Tambaram
Streetlight,254,Continuous,13.4920048878,25,PEP,359.803654299,403627.6028,1428266.1123,Tambaram
Streetlight,254,Continuous,13.7799169077,25,PEP,359.803654299,403636.8554,1428264.5321,Tambaram
Streetlight,254,Continuous,13.0551383853,25,PEP,359.803654299,403645.6181,1428258.6027,Tambaram
Streetlight,254,Continuous,13.508,25,PEP,359.803654299,403656.8528,1428260.3513,Tambaram
Streetlight,254,Continuous,13.2390821758,25,PEP,359.803654299,403668.7286,1428257.9519,Tambaram
Streetlight,254,Continuous,13.6719499003,25,PEP,359.803654299,403614.6707,1428275.2219,Tambaram
Streetlight,254,Continuous,13.6459578429,25,PEP,359.803654299,403589.9481,1428289.8556,Tambaram
Streetlight,254,Continuous,13.6769483728,25,PEP,359.803654299,403576.3618,1428291.614,Tambaram
Streetlight,254,Continuous,13.3170583479,25,PEP,359.803654299,403559.5034,1428293.411,Tambaram
Streetlight,254,Continuous,14.3277495013,25,PEP,359.803654299,403453.0456,1428303.643,Tambaram
Streetlight,254,Continuous,13.3630442955,25,PEP,359.803654299,403369.073,1428205.4747,Tambaram
Streetlight,254,Continuous,13.4300238279,25,PEP,359.803654299,403664.9551,1428203.4703,Tambaram
Streetlight,254,Continuous,13.4510174127,25,PEP,359.803654299,403671.8574,1428223.3928,Tambaram
Streetlight,254,Continuous,13.3890363529,25,PEP,359.803654299,403679.6364,1428243.9765,Tambaram
Streetlight,254,Continuous,12.5173027369,25,PEP,359.803654299,403709.9118,1428217.0958,Tambaram
Streetlight,254,Continuous,13.3190577369,25,PEP,359.803654299,403704.7295,1428245.8317,Tambaram
Streetlight,254,Continuous,13.2020934788,25,PEP,359.803654299,403713.8061,1428251.8555,Tambaram
Streetlight,254,Continuous,13.4620140524,25,PEP,359.803654299,403752.0102,1428248.5759,Tambaram
Streetlight,254,Continuous,13.1221179177,25,PEP,359.803654299,403735.0678,1428247.9215,Tambaram
Streetlight,254,Continuous,13.1331145574,25,PEP,359.803654299,403723.3093,1428283.615,Tambaram
Streetlight,254,Continuous,13.7669208791,25,PEP,359.803654299,403746.7139,1428360.9529,Tambaram
Streetlight,254,Continuous,13.5619835037,25,PEP,359.803654299,403760.3737,1428392.2381,Tambaram
Streetlight,254,Continuous,13.4130290212,25,PEP,359.803654299,403821.8843,1428370.0814,Tambaram
Streetlight,254,Continuous,12.0654408167,25,PEP,359.803654299,403726.901,1428203.9147,Tambaram
Streetlight,254,Continuous,14.1028182357,25,PEP,359.803654299,403539.6321,1428352.3368,Tambaram
Streetlight,254,Continuous,13.9898527556,25,PEP,359.803654299,403557.0581,1428345.9916,Tambaram
Streetlight,254,Continuous,13.7449275998,25,PEP,359.803654299,403629.5941,1428320.8041,Tambaram
Streetlight,254,Continuous,13.438021384,25,PEP,359.803654299,403676.4223,1428275.6609,Tambaram
Streetlight,254,Continuous,13.5629831983,25,PEP,359.803654299,403651.5476,1428318.609,Tambaram
Streetlight,254,Continuous,13.5259945012,25,PEP,359.803654299,403682.0328,1428287.9717,Tambaram
Streetlight,254,Continuous,13.6729495948,25,PEP,359.803654299,403686.9768,1428301.1836,Tambaram
Streetlight,254,Continuous,13.6289630362,25,PEP,359.803654299,403696.6104,1428323.5512,Tambaram
Streetlight,254,Continuous,13.7139370698,25,PEP,359.803654299,403703.8492,1428339.7963,Tambaram
Streetlight,254,Continuous,13.9778564215,25,PEP,359.803654299,403722.763,1428383.331,Tambaram
Streetlight,254,Continuous,14.0748267893,25,PEP,359.803654299,403726.5275,1428393.8779,Tambaram
Streetlight,254,Continuous,14.0318399252,25,PEP,359.803654299,403746.6153,1428435.9293,Tambaram
Streetlight,254,Continuous,13.5929740337,25,PEP,359.803654299,403831.6206,1428403.3042,Tambaram
Streetlight,254,Continuous,13.6999413466,25,PEP,359.803654299,403800.7686,1428405.4041,Tambaram
Streetlight,254,Continuous,13.801910187,25,PEP,359.803654299,403759.9925,1428410.2181,Tambaram
Streetlight,254,Continuous,13.6159670075,25,PEP,359.803654299,403809.5122,1428438.9854,Tambaram
Streetlight,254,Continuous,13.8418979676,25,PEP,359.803654299,403710.5654,1428478.052,Tambaram
Streetlight,254,Continuous,13.7659211845,25,PEP,359.803654299,403730.3773,1428471.3362,Tambaram
Streetlight,254,Continuous,13.6529557045,25,PEP,359.803654299,403754.8485,1428463.1186,Tambaram
Streetlight,254,Continuous,13.8518949127,25,PEP,359.803654299,403795.9074,1428494.1503,Tambaram
Streetlight,254,Continuous,13.7419285162,25,PEP,359.803654299,403802.8578,1428501.7679,Tambaram
Streetlight,254,Continuous,13.8378991895,25,PEP,359.803654299,403832.3832,1428500.2058,Tambaram
